Emily,F,2000,25959
Hannah,F,2000,23087
Madison,F,2000,19968
Ashley,F,2000,18000
Sarah,F,2000,17715
Alexis,F,2000,17631
Samantha,F,2000,17264
Jessica,F,2000,15711
Elizabeth,F,2000,15117
Taylor,F,2000,15080
Lauren,F,2000,14176
Alyssa,F,2000,13553
Kayla,F,2000,13313
Abigail,F,2000,13094
Brianna,F,2000,12880
Olivia,F,2000,12855
Emma,F,2000,12560
Megan,F,2000,11436
Grace,F,2000,11284
Victoria,F,2000,10926
Rachel,F,2000,10687
Anna,F,2000,10613
Sydney,F,2000,10243
Destiny,F,2000,9850
Morgan,F,2000,9502
Jennifer,F,2000,9390
Jasmine,F,2000,9099
Haley,F,2000,9069
Julia,F,2000,8768
Kaitlyn,F,2000,8759
Nicole,F,2000,8562
Amanda,F,2000,8558
Katherine,F,2000,8109
Natalie,F,2000,8096
Hailey,F,2000,7829
Alexandra,F,2000,7550
Savannah,F,2000,7101
Chloe,F,2000,7094
Rebecca,F,2000,7078
Stephanie,F,2000,7028
Maria,F,2000,6856
Sophia,F,2000,6564
Mackenzie,F,2000,6349
Allison,F,2000,6315
Isabella,F,2000,6242
Mary,F,2000,6221
Amber,F,2000,6181
Danielle,F,2000,6091
Gabrielle,F,2000,5871
Jordan,F,2000,5809
Brooke,F,2000,5642
Michelle,F,2000,5545
Sierra,F,2000,5520
Katelyn,F,2000,5502
Andrea,F,2000,5479
Madeline,F,2000,5371
Sara,F,2000,5325
Kimberly,F,2000,5244
Courtney,F,2000,5239
Brittany,F,2000,5184
Erin,F,2000,5184
Vanessa,F,2000,5134
Jenna,F,2000,5045
Jacqueline,F,2000,5037
Caroline,F,2000,5022
Faith,F,2000,4998
Makayla,F,2000,4917
Bailey,F,2000,4649
Paige,F,2000,4609
Shelby,F,2000,4561
Melissa,F,2000,4532
Kaylee,F,2000,4493
Christina,F,2000,4331
Trinity,F,2000,4284
Mariah,F,2000,4104
Caitlin,F,2000,4102
Autumn,F,2000,4027
Marissa,F,2000,4025
Angela,F,2000,3829
Breanna,F,2000,3826
Catherine,F,2000,3802
Zoe,F,2000,3785
Briana,F,2000,3754
Jada,F,2000,3747
Laura,F,2000,3740
Claire,F,2000,3711
Alexa,F,2000,3674
Kelsey,F,2000,3669
Kathryn,F,2000,3644
Leslie,F,2000,3623
Alexandria,F,2000,3549
Sabrina,F,2000,3470
Mia,F,2000,3451
Isabel,F,2000,3447
Katie,F,2000,3413
Molly,F,2000,3401
Leah,F,2000,3399
Gabriella,F,2000,3369
Cheyenne,F,2000,3367
Cassandra,F,2000,3305
Tiffany,F,2000,3305
Erica,F,2000,3220
Lindsey,F,2000,3211
Kylie,F,2000,3206
Amy,F,2000,3173
Diana,F,2000,3166
Cassidy,F,2000,3163
Mikayla,F,2000,3159
Ariana,F,2000,3153
Margaret,F,2000,3122
Kelly,F,2000,3076
Miranda,F,2000,3043
Maya,F,2000,3019
Melanie,F,2000,2968
Audrey,F,2000,2872
Jade,F,2000,2865
Gabriela,F,2000,2845
Caitlyn,F,2000,2835
Angel,F,2000,2833
Jillian,F,2000,2779
Alicia,F,2000,2762
Jocelyn,F,2000,2745
Erika,F,2000,2734
Lily,F,2000,2733
Heather,F,2000,2684
Madelyn,F,2000,2684
Adriana,F,2000,2681
Arianna,F,2000,2659
Lillian,F,2000,2600
Kiara,F,2000,2560
Riley,F,2000,2552
Crystal,F,2000,2550
Mckenzie,F,2000,2528
Meghan,F,2000,2514
Skylar,F,2000,2503
Ana,F,2000,2428
Britney,F,2000,2404
Angelica,F,2000,2395
Kennedy,F,2000,2390
Chelsea,F,2000,2380
Daisy,F,2000,2368
Kristen,F,2000,2356
Veronica,F,2000,2356
Isabelle,F,2000,2340
Summer,F,2000,2339
Hope,F,2000,2321
Lydia,F,2000,2321
Brittney,F,2000,2316
Hayley,F,2000,2300
Evelyn,F,2000,2223
Bethany,F,2000,2191
Shannon,F,2000,2180
Karen,F,2000,2174
Michaela,F,2000,2172
Jamie,F,2000,2156
Daniela,F,2000,2151
Angelina,F,2000,2140
Kaitlin,F,2000,2136
Karina,F,2000,2133
Sophie,F,2000,2101
Sofia,F,2000,2094
Diamond,F,2000,2081
Payton,F,2000,2058
Cynthia,F,2000,2038
Alexia,F,2000,2019
Valerie,F,2000,2017
Monica,F,2000,1992
Peyton,F,2000,1967
Carly,F,2000,1961
Bianca,F,2000,1956
Hanna,F,2000,1912
Brenda,F,2000,1898
Rebekah,F,2000,1896
Alejandra,F,2000,1861
Mya,F,2000,1839
Avery,F,2000,1831
Brooklyn,F,2000,1831
Ashlyn,F,2000,1822
Lindsay,F,2000,1800
Ava,F,2000,1796
Desiree,F,2000,1790
Alondra,F,2000,1762
Naomi,F,2000,1756
Ariel,F,2000,1753
Camryn,F,2000,1753
Jordyn,F,2000,1732
Kendra,F,2000,1730
Mckenna,F,2000,1704
Holly,F,2000,1690
Julie,F,2000,1677
Kendall,F,2000,1651
Kara,F,2000,1649
Jasmin,F,2000,1645
Selena,F,2000,1645
Esmeralda,F,2000,1641
Amaya,F,2000,1632
Kylee,F,2000,1629
Maggie,F,2000,1614
Makenzie,F,2000,1613
Claudia,F,2000,1609
Cameron,F,2000,1596
Kyra,F,2000,1596
Karla,F,2000,1587
Kathleen,F,2000,1585
Abby,F,2000,1566
Delaney,F,2000,1538
Amelia,F,2000,1531
Casey,F,2000,1517
Serena,F,2000,1504
Savanna,F,2000,1500
Aaliyah,F,2000,1496
Giselle,F,2000,1486
Mallory,F,2000,1466
April,F,2000,1451
Raven,F,2000,1447
